CaseBarcode,CorepackBarcode,OrderId,RequestDate,Core Pack check,Result_DAQ,CH8_V,CH9_V,CH10_V,CH11_V,CH12_V,TempMaxThr,TempMinThr,VoltDiffThr,VoltMaxThr,VoltMinThr,Result_ETEST,ACIR,DCIR,OCVoltage,Ah,PackageTime
FR07254000135,7254000235,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.05,17.49,5.85,2025/12/12 15:57:32
FR07254000136,7254000236,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.5,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.84,2025/12/01 16:44:35
FR07254000137,7254000237,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.498,3.498,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.5,5.84,2025/12/08 11:32:55
FR07254000138,7254000238,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.498,3.499,3.498,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.84,2025/12/30 17:23:02
FR07254000139,7254000239,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,5.84,2025/12/19 17:10:35
FR07254000140,7254000240,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.056,17.49,5.85,2025/12/12 16:11:24
FR07254000141,7254000241,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.498,3.499,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.84,2025/12/29 12:04:25
FR07254000142,7254000242,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.5,3.498,35,15,0.005,4.2,3,PASS,0.028,0.057,17.49,5.84,2025/12/09 14:46:08
FR07254000143,7254000243,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.498,3.5,35,15,0.005,4.2,3,PASS,0.028,0.054,17.48,5.83,2025/12/18 13:12:00
FR07254000144,7254000244,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.85,2025/12/09 10:28:22
FR07254000145,7254000245,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.498,3.5,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,5.84,2025/12/17 14:55:29
FR07254000146,7254000246,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.84,2025/12/02 09:51:54
FR07254000147,7254000247,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.85,2025/12/29 14:43:27
FR07254000148,7254000248,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.48,5.85,2025/12/08 09:44:38
FR07254000149,7254000249,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.5,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.88,2025/12/15 12:02:31
FR07254000150,7254000250,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.84,2025/12/15 10:56:46
FR07254000151,7254000251,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.85,2025/12/03 10:53:42
FR07254000152,7254000252,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.84,2025/12/24 15:05:12
FR07254000153,7254000253,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.054,17.49,5.84,2025/12/23 16:33:30
FR07254000154,7254000254,5112-20250923001,2025/12/31,PASS,PASS,3.496,3.5,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.5,5.84,2025/12/23 11:39:17
FR07254000155,7254000255,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.497,3.497,3.497,3.497,35,15,0.005,4.2,3,PASS,0.028,0.051,17.48,5.85,2025/12/10 10:31:06
FR07254000156,7254000256,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.497,3.498,3.498,3.498,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.85,2025/12/04 14:27:08
FR07254000157,7254000257,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,5.88,2025/12/24 09:54:12
FR07254000158,7254000258,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.498,3.497,3.497,3.499,35,15,0.005,4.2,3,PASS,0.028,0.054,17.49,5.84,2025/12/24 09:46:03
FR07254000159,7254000259,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.85,2025/12/01 09:48:47
FR07254000160,7254000260,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.497,3.498,3.498,3.497,35,15,0.005,4.2,3,PASS,0.028,0.054,17.49,5.84,2025/12/11 16:24:48
FR07254000161,7254000261,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.497,3.498,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.84,2025/12/18 14:34:44
FR07254000162,7254000262,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.498,35,15,0.005,4.2,3,PASS,0.028,0.052,17.47,5.85,2025/12/12 14:04:50
FR07254000163,7254000263,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.497,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.055,17.48,5.88,2025/12/10 14:31:30
FR07254000164,7254000264,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.497,3.499,3.498,3.498,35,15,0.005,4.2,3,PASS,0.028,0.056,17.49,5.84,2025/12/11 09:43:46
FR07254000165,7254000265,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.056,17.49,5.85,2025/12/10 11:54:18
FR07254000166,7254000266,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.5,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.059,17.49,5.84,2025/12/03 13:50:28
FR07254000167,7254000267,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.84,2025/12/03 14:39:48
FR07254000168,7254000268,5112-20250923001,2025/12/31,PASS,PASS,3.496,3.5,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,5.85,2025/12/08 16:55:47
FR07254000169,7254000269,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.497,3.497,3.497,3.497,35,15,0.005,4.2,3,PASS,0.028,0.056,17.49,5.85,2025/12/05 11:41:43
FR07254000170,7254000270,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.497,3.498,3.498,3.498,35,15,0.005,4.2,3,PASS,0.028,0.058,17.49,5.88,2025/12/12 09:55:06
FR07254000171,7254000271,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.057,17.49,5.84,2025/12/03 11:18:57
FR07254000172,7254000272,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.498,3.497,3.497,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.5,5.85,2025/12/29 10:11:42
FR07254000173,7254000273,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.05,17.49,5.85,2025/12/29 09:50:40
FR07254000174,7254000274,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.498,3.497,3.497,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.88,2025/12/16 15:47:57
FR07254000175,7254000275,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.058,17.47,5.84,2025/12/12 11:51:31
FR07254000176,7254000276,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.497,3.498,3.498,3.497,35,15,0.005,4.2,3,PASS,0.028,0.052,17.48,5.85,2025/12/10 10:16:04
FR07254000177,7254000277,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.84,2025/12/11 10:35:59
FR07254000178,7254000278,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.05,17.49,5.84,2025/12/02 09:33:47
FR07254000179,7254000279,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.497,3.497,3.497,35,15,0.005,4.2,3,PASS,0.028,0.054,17.5,5.85,2025/12/10 12:21:50
FR07254000180,7254000280,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.84,2025/12/04 13:21:50
FR07254000181,7254000281,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.028,0.05,17.49,5.85,2025/12/29 09:37:20
FR07254000182,7254000282,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.499,3.498,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.84,2025/12/10 10:22:03
FR07254000183,7254000283,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.5,3.5,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.5,5.84,2025/12/23 17:20:55
FR07254000184,7254000284,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.5,3.499,3.5,3.499,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.85,2025/12/08 16:18:26
FR07254000185,7254000285,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.498,3.498,3.498,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,5.84,2025/12/12 12:56:22
FR07254000186,7254000286,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.498,35,15,0.005,4.2,3,PASS,0.028,0.056,17.49,5.84,2025/12/22 10:23:48
FR07254000187,7254000287,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.5,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.83,2025/12/09 17:15:12
FR07254000188,7254000288,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.498,3.499,3.498,35,15,0.005,4.2,3,PASS,0.028,0.057,17.49,5.85,2025/12/26 16:25:06
FR07254000189,7254000289,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.497,3.498,3.499,35,15,0.005,4.2,3,PASS,0.028,0.054,17.48,5.84,2025/12/29 16:59:16
FR07254000190,7254000290,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.498,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.84,2025/12/11 13:39:43
FR07254000191,7254000291,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.497,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,5.85,2025/12/19 10:28:53
FR07254000192,7254000292,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.497,3.499,3.498,3.498,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.85,2025/12/17 11:00:28
FR07254000193,7254000293,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.88,2025/12/04 11:17:25
FR07254000194,7254000294,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.498,3.498,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.48,5.84,2025/12/08 12:33:46
FR07254000195,7254000295,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.498,3.498,3.497,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.85,2025/12/12 15:05:56
FR07254000196,7254000296,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.5,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.84,2025/12/16 09:38:02
FR07254000197,7254000297,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.5,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.84,2025/12/10 15:08:03
FR07254000198,7254000298,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.5,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.85,2025/12/03 15:58:45
FR07254000199,7254000299,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.498,3.498,3.499,35,15,0.005,4.2,3,PASS,0.028,0.054,17.49,5.84,2025/12/11 16:40:43
FR07254000200,7254000300,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.498,3.499,3.498,35,15,0.005,4.2,3,PASS,0.028,0.052,17.5,5.85,2025/12/24 16:00:02
FR07254000201,7254000301,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.48,5.84,2025/12/30 10:46:57
FR07254000202,7254000302,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.85,2025/12/08 15:38:35
FR07254000203,7254000303,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.498,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,5.84,2025/12/17 11:44:50
FR07254000204,7254000304,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.5,3.498,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.84,2025/12/26 13:39:39
FR07254000205,7254000305,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.498,3.5,35,15,0.005,4.2,3,PASS,0.028,0.058,17.47,5.84,2025/12/01 09:49:06
FR07254000206,7254000306,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.48,5.85,2025/12/24 14:18:45
FR07254000207,7254000307,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.498,3.5,3.499,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.85,2025/12/04 13:57:39
FR07254000208,7254000308,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.05,17.49,5.85,2025/12/26 12:40:14
FR07254000209,7254000309,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.054,17.5,5.85,2025/12/02 11:31:28
FR07254000210,7254000310,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.88,2025/12/29 16:53:30
FR07254000211,7254000111,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.5,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.05,17.49,5.84,2025/12/18 14:36:53
FR07254000212,7254000112,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.85,2025/12/03 12:37:04
FR07254000213,7254000113,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.5,5.84,2025/12/02 09:42:49
FR07254000214,7254000114,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.84,2025/12/02 10:50:23
FR07254000215,7254000115,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,5.85,2025/12/19 17:08:25
FR07254000216,7254000116,5112-20250923001,2025/12/31,PASS,PASS,3.496,3.5,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.056,17.49,5.88,2025/12/05 09:58:04
FR07254000217,7254000117,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.497,3.497,3.497,3.497,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.84,2025/12/10 10:27:07
FR07254000218,7254000118,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.497,3.498,3.498,3.498,35,15,0.005,4.2,3,PASS,0.028,0.057,17.49,5.85,2025/12/10 10:44:34
FR07254000219,7254000119,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.054,17.48,5.84,2025/12/01 10:26:04
FR07254000220,7254000120,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.498,3.497,3.497,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.84,2025/12/01 11:11:12
FR07254000221,7254000121,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,5.85,2025/12/22 11:41:12
FR07254000222,7254000122,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.497,3.498,3.498,3.497,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.85,2025/12/09 11:09:35
FR07254000223,7254000123,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.88,2025/12/22 15:02:42
FR07254000224,7254000124,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.48,5.84,2025/12/11 15:22:40
FR07254000225,7254000125,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.497,3.497,3.497,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.85,2025/12/30 09:59:59
FR07254000226,7254000126,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.85,2025/12/16 14:15:41
FR07254000227,7254000127,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.88,2025/12/03 15:31:03
FR07254000228,7254000128,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.499,3.498,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.84,2025/12/23 13:04:18
FR07254000229,7254000129,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.054,17.49,5.85,2025/12/29 17:03:40
FR07254000230,7254000130,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.5,5.84,2025/12/12 14:13:03
FR07254000231,7254000131,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.48,5.84,2025/12/19 16:29:16
FR07254000232,7254000132,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.5,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.85,2025/12/05 16:19:56
FR07254000233,7254000133,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,5.84,2025/12/12 13:21:27
FR07254000234,7254000134,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.054,17.49,5.85,2025/12/19 13:45:56
FR07254000235,7254000135,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.84,2025/12/09 16:20:41
FR07254000236,7254000136,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.054,17.49,5.84,2025/12/22 11:35:27
FR07254000237,7254000137,5112-20250923001,2025/12/31,PASS,PASS,3.496,3.5,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.85,2025/12/01 11:12:02
FR07254000238,7254000138,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.497,3.497,3.497,3.497,35,15,0.005,4.2,3,PASS,0.028,0.052,17.47,5.84,2025/12/17 13:30:48
FR07254000239,7254000139,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.497,3.498,3.498,3.498,35,15,0.005,4.2,3,PASS,0.028,0.055,17.48,5.84,2025/12/16 13:34:17
FR07254000240,7254000140,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.056,17.49,5.83,2025/12/23 17:25:59
FR07254000241,7254000141,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.498,3.497,3.497,3.499,35,15,0.005,4.2,3,PASS,0.028,0.056,17.49,5.85,2025/12/10 17:28:02
FR07254000242,7254000142,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.059,17.49,5.85,2025/12/26 13:01:40
FR07254000243,7254000143,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.497,3.498,3.498,3.497,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.88,2025/12/24 14:10:28
FR07254000244,7254000144,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.497,3.498,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,5.84,2025/12/05 13:17:58
FR07254000245,7254000145,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.498,35,15,0.005,4.2,3,PASS,0.028,0.056,17.49,5.85,2025/12/02 09:53:09
FR07254000246,7254000146,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.497,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.058,17.49,5.84,2025/12/19 16:19:24
FR07254000247,7254000147,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.497,3.499,3.498,3.498,35,15,0.005,4.2,3,PASS,0.028,0.057,17.49,5.84,2025/12/22 16:42:31
FR07254000248,7254000148,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.052,17.5,5.84,2025/12/26 14:10:10
FR07254000249,7254000149,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.5,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.05,17.49,5.84,2025/12/23 09:40:53
FR07254000250,7254000150,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.85,2025/12/11 13:52:37
FR07254000251,7254000151,5112-20250923001,2025/12/31,PASS,PASS,3.496,3.5,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.058,17.47,5.84,2025/12/26 13:19:53
FR07254000252,7254000152,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.497,3.497,3.497,3.497,35,15,0.005,4.2,3,PASS,0.028,0.052,17.48,5.84,2025/12/01 16:46:41
FR07254000253,7254000153,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.497,3.498,3.498,3.498,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.83,2025/12/01 10:54:54
FR07254000254,7254000154,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.05,17.49,5.85,2025/12/03 12:23:46
FR07254000255,7254000155,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.498,3.497,3.497,3.499,35,15,0.005,4.2,3,PASS,0.028,0.054,17.5,5.84,2025/12/30 17:10:04
FR07254000256,7254000156,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.499,3.499,3.499,3.5,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.84,2025/12/04 11:17:34
FR07254000257,7254000157,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.498,3.497,3.497,3.499,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.85,2025/12/16 15:26:59
FR07254000258,7254000158,5112-20250923001,2025/12/31,PASS,PASS,3.497,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.05,17.49,5.85,2025/12/29 09:47:52
FR07254000259,7254000159,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.497,3.498,3.498,3.497,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.84,2025/12/02 16:18:53
FR07254000260,7254000160,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.028,0.051,17.5,5.83,2025/12/04 10:14:54
FR07254000261,7254000161,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.85,2025/12/17 13:53:56
FR07254000262,7254000162,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.498,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,5.84,2025/12/19 16:24:02
FR07254000263,7254000163,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.498,3.499,35,15,0.005,4.2,3,PASS,0.028,0.056,17.49,5.84,2025/12/16 11:02:23
FR07254000264,7254000164,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.5,3.498,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,5.85,2025/12/10 11:17:30
FR07254000265,7254000165,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.498,3.5,35,15,0.005,4.2,3,PASS,0.028,0.057,17.49,5.85,2025/12/15 14:37:01
FR07254000266,7254000166,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.054,17.48,5.88,2025/12/26 13:07:54
FR07254000267,7254000167,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.498,3.5,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.84,2025/12/12 12:10:24
FR07254000268,7254000168,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.498,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,5.85,2025/12/09 13:16:21
FR07254000269,7254000169,5112-20250923001,2025/12/31,PASS,PASS,3.498,3.499,3.499,3.499,3.499,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,5.84,2025/12/01 09:31:11
